"año","rol_establecimiento","id_vu","nombre_establecimiento","razon_social","rut_razon_social","ciiu4","ciiu6","region","rubro_vu","cantidad_toneladas","tratamiento_nivel_3","tratamiento_nivel_1","capitulo_ler","subcapitulo_ler","nombre_ler","nombre_establecimiento_trazabilidad","razon_social_trazabilidad","comuna_trazabilidad","id_comuna_trazabilidad","region_trazabilidad","rut","entrada_salida","capitulo ler","rut_razon_social_trazabilidad","tratamiento_nivel_2","categoria_residuo","rubro_vu_limpio"
2019,"Generador Industrial",5458752,"PLANTA OSORNO","ENVASES IMPRESOS SPA","89201400-0","Fabricación de papel y cartón ondulado y de envases de papel y cartón","Fabricación de papel y cartón ondulado y de envases de papel y cartón","Los Lagos","Industria del papel y celulosa",2340,"Reciclaje de papel, cartón y productos de papel","Valorización","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)","Papel y cartón","CHILENA DE MOLDEADOS SPA","CHILENA DE MOLDEADOS SPA","Puente Alto",13201,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Papel y cartón","Industria y Manufactura"
2019,"Generador Industrial",2580,"PLANTA CONCEPCION","SOC PETREOS S A","93933000-3","Fabricación de otros productos minerales no metálicos n.c.p.","Fabricación de otros productos minerales no metálicos n.c.p.","Biobío","Industria manufacturera",2336,"Sitio de Escombros de la Construcción","Eliminación","Residuos de la construcción y demolición","Hormigón, ladrillos, tejas y materiales cerámicos","Hormigón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos de construcción","Industria y Manufactura"
2019,"Generador Industrial",5462794,"FORSAC SpA PLANTA CHILLAN","FORSAC SPA","79943600-0","Fabricación de papel y cartón ondulado y de envases de papel y cartón","Fabricación de papel y cartón ondulado y de envases de papel y cartón","Ñuble","Industria del papel y celulosa",2333.8,"Pretratamiento de Papel y Cartón","Valorización","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la producción y transformación de pasta de papel, papel y cartón","Residuos procedentes de la clasificación de papel y cartón destinados al reciclado","SOREPA ANTOFAGASTA","SOC RECUPERADORA DE PAPEL SPA","Antofagasta",2101,"Antofagasta",NA,NA,NA,NA,NA,"Papel y cartón","Industria y Manufactura"
2019,"Generador Industrial",5473017,"PLANTA READY MIX TALCAHUANO","READY MIX HORMIGONES LIMITADA","87580800-1","Fabricación de artículos de hormigón, cemento y yeso","Fabricación de artículos de hormigón, cemento y yeso","Biobío","Industria manufacturera",2332.8,"Monorelleno","Eliminación","Residuos de la construcción y demolición","Hormigón, ladrillos, tejas y materiales cerámicos","Hormigón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos de construcción","Industria y Manufactura"
2019,"Generador Industrial",76154,"MINERA CANDELARIA","CIA CONTRACTUAL MINERA CANDELARIA","85272800-0","Extracción y procesamiento de cobre","Extracción y procesamiento de cobre","Atacama","Minería",2327.08,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Mezclas de residuos municipales","BASE COPIAPO","COSEMAR S A","Copiapó",3101,"Atacama",NA,NA,NA,NA,NA,"Residuos municipales","Minería"
2019,"Generador Industrial",1474586,"SUAREZ VILLAR NOLBERTO ORLANDO",NA,"7744650-8","Recuperación de materiales","Recuperación y reciclamiento de desperdicios y desechos metálicos","Metropolitana de Santiago","Gestores de residuos",2323.77,"Reciclaje de metales","Valorización","Residuos de la construcción y demolición","Metales (incluidas sus aleaciones)","Hierro y acero no galvanizados","MOLYMETNOS","MOLYMETNOS S.A.","San Bernardo",13401,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Metales","Gestión Ambiental y Residuos"
2019,"Generador Industrial",5471142,"MEDLOG CHILE DEPOSITO","MEDLOG CHILE S.A","76172595-5","Almacenamiento y depósito","Otros servicios de almacenamiento y depósito n.c.p.","Metropolitana de Santiago","Transporte y almacenamiento",2320,"Residuos sólidos domiciliarios y asimilables a domiciliarios","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Residuos municipales no especificados en otra categoría","ESTACION DE TRANSFERENCIA CERRO LOS CONDORES","GESTION ECOLOGICA DE RESIDUOS S A","Quilicura",13125,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Transporte y Logística"
2019,"Generador Industrial",4172,"FIBROCEMENTOS VOLCÁN LTDA.","FIBROCEMENTOS VOLCAN LIMITADA","77524300-7","Fabricación de artículos de hormigón, cemento y yeso","Fabricación de artículos de hormigón, cemento y yeso","Metropolitana de Santiago","Industria manufacturera",2310.3,"Sitio de Escombros de la Construcción","Eliminación","Residuos de la construcción y demolición","Tierra (incluida la excavada de zonas contaminadas), piedras y lodos de drenaje","Tierra y piedras distintas de las especificadas en el código 17 05 03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos de construcción","Industria y Manufactura"
2019,"Generador Industrial",5476757,"PLANTA DESALINIZADORA","CAITAN SPA","76786103-6","Captación, tratamiento y distribución de agua","Captación, tratamiento y distribución de agua","Antofagasta","Captación, tratamiento y distribución de agua",2305.19,"Vertedero","Eliminación","Residuos de la construcción y demolición","Otros residuos de construcción y demolición","Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","VERTEDERO MUNICIPAL MEJILLONES","I MUNICIPALIDAD DE MEJILLONES","Mejillones",2102,"Antofagasta",NA,NA,NA,NA,NA,"Residuos de construcción","Gestión Ambiental y Residuos"
2019,"Generador Industrial",5475323,"ÑUÑOA CONNECT","INMOBILIARIA IRARRAZAVAL FORTALEZA SPA.","76734003-6","Construcción de edificios para uso residencial y no residencial","Construcción de edificios para uso residencial","Metropolitana de Santiago","Construcción",2299,"Relleno sanitario","Eliminación","Residuos de la construcción y demolición","Otros residuos de construcción y demolición","Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos de construcción","Construcción"
2019,"Generador Industrial",257370,"EMPACK FLEXIBLE SA","EMPACK FLEXIBLE S.A.","76005927-7","Fabricación de productos de plástico","Fabricación de productos de plástico","Metropolitana de Santiago","Industria química, de plástico y caucho",2298.91,"Relleno sanitario","Eliminación","Residuos de procesos químicos orgánicos","Residuos de la FFDU de plásticos, caucho sintético y fibras artificiales","Residuos de plástico","RELLENO SANITARIO SANTA MARTA","CONSORCIO SANTA MARTA S A","Talagante",13601,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Plásticos","Industria y Manufactura"
2019,"Generador Industrial",4585713,"JUGOS DEL MAIPO","SANTA TERESA S. A.","79513550-2","Elaboración de otros productos alimenticios n.c.p.","Elaboración de otros productos alimenticios n.c.p.","Metropolitana de Santiago","Industria manufacturera",2298.4,"Compostaje","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao)","Residuos de lavado, limpieza y reducción mecánica de materias primas","JUGOS DEL MAIPO","SANTA TERESA S. A.","Isla de Maipo",13603,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos limpieza","Industria y Manufactura"
2019,"Generador Industrial",3507,"INVERTEC NATURAL JUICE S A","INVERTEC NATURAL JUICE S A","96844830-7","Elaboración de otros productos alimenticios n.c.p.","Elaboración de otros productos alimenticios n.c.p.","Libertador Gral. Bernardo O'Higgins","Industria manufacturera",2278.8,"Aplicación al Suelo","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas","Lodos del tratamiento in situ de efluentes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lodos","Industria y Manufactura"
2019,"Generador Industrial",5479021,"VESPUCIO 4455","INMOBILIARIA AMERICO VESPUCIO 4641 S A","76709960-6","Construcción de edificios para uso residencial y no residencial","Construcción de edificios para uso residencial","Metropolitana de Santiago","Construcción",2268,"Sitio de Escombros de la Construcción","Eliminación","Residuos de la construcción y demolición","Tierra (incluida la excavada de zonas contaminadas), piedras y lodos de drenaje","Tierra y piedras distintas de las especificadas en el código 17 05 03","REGENERADORA DE MATERIALES DE CONSTRUCCION S A","REGENERADORA DE MATERIALES DE CONSTRUCCION S A","Puente Alto",13201,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos de construcción","Construcción"
2019,"Generador Industrial",5480339,"Edificio Fernandez Albano","ECHEVERRIA IZQUIERDO EDIFICACIONES S.A.","76247273-2","Construcción de edificios para uso residencial y no residencial","Construcción de edificios para uso residencial","Metropolitana de Santiago","Construcción",2241,"Sitio de Escombros de la Construcción","Eliminación","Residuos de la construcción y demolición","Otros residuos de construcción y demolición","Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","REGENERADORA DE MATERIALES DE CONSTRUCCION S A","REGENERADORA DE MATERIALES DE CONSTRUCCION S A","Puente Alto",13201,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos de construcción","Construcción"
2019,"Generador Industrial",253472,"ILUSTRE MUNICIPALIDAD DE FLORIDA","ILUSTRE MUNICIPALIDAD DE FLORIDA","69150700-9","Actividades de la administración pública en general","Actividades de la administración pública en general","Biobío","Administración pública",2238,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Mezclas de residuos municipales","PLANTA COPIULEMU","HIDRONOR CHILE S.A","Florida",8104,"Biobío",NA,NA,NA,NA,NA,"Residuos municipales","Administración y Asociaciones"
2019,"Generador Industrial",5474338,"INNPACK","INNPACK S.A.","76394250-3","Fabricación de papel y cartón ondulado y de envases de papel y cartón","Fabricación de papel y cartón ondulado y de envases de papel y cartón","Metropolitana de Santiago","Industria del papel y celulosa",2237.37,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Mezclas de residuos municipales","RELLENO SANITARIO SANTA MARTA","CONSORCIO SANTA MARTA S A","Talagante",13601,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Industria y Manufactura"
2019,"Generador Industrial",5452663,"INCUBADORA LO MIRANDA","AGRICOLA SUPER LIMITADA","88680500-4","Cría de aves de corral","Cría de aves de corral para la producción de carne","Libertador Gral. Bernardo O'Higgins","Producción agropecuaria",2234.53,"Relleno sanitario","Eliminación","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca","Residuos de tejidos de animales","RELLENO SANITARIO SANTIAGO PONIENTE","VEOLIA SU CHILE S.A.","Maipú",13119,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Orgánicos","Agro, Pesca y Alimentos"
2019,"Generador Industrial",5457981,"FAENADORA LO MIRANDA","FAENADORA LO MIRANDA LIMITADA","78408440-K","Elaboración y conservación de carne","Explotación de mataderos de aves y de otros tipos de animales n.c.p.","Libertador Gral. Bernardo O'Higgins","Industria manufacturera",2230.23,"Degradación Anaeróbica","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal","Lodos del tratamiento in situ de efluentes","PLANTA MOLINA","BIO ENERGIA MOLINA SPA","Molina",7304,"Maule",NA,NA,NA,NA,NA,"Lodos","Industria y Manufactura"
2019,"Generador Industrial",5462381,"J502 - JUMBO KENNEDY","CENCOSUD RETAIL S.A.","81201000-K","Venta al por menor en comercios no especializados con predominio de la venta de alimentos, bebidas o tabaco","Venta al por menor en comercios de alimentos, bebidas o tabaco (supermercados e hipermercados)","Metropolitana de Santiago","Comercio minorista",2212.56,"Pretratamiento de Papel y Cartón","Valorización","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)","Papel y cartón","RECUPAC SUCURSAL HUECHURABA","RECUPAC S.A.","Huechuraba",13107,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Papel y cartón","Comercio y Servicios Empresariales"
2019,"Generador Industrial",82280,"BODEGA PUENTE ALTO","VINA CONCHA Y TORO S A","90227000-0","Elaboración de vinos","Elaboración de vinos","Metropolitana de Santiago","Industria manufacturera",2196.97,"Preparación para reutilización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao)","Residuos de lavado, limpieza y reducción mecánica de materias primas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos limpieza","Industria y Manufactura"
2019,"Generador Industrial",320,"INTERNATIONAL PAPER CARTONES LTDA","INTERNATIONAL PAPER CARTONES LIMITADA","96584300-0","Fabricación de papel y cartón ondulado y de envases de papel y cartón","Fabricación de papel y cartón ondulado y de envases de papel y cartón","Libertador Gral. Bernardo O'Higgins","Industria del papel y celulosa",2190.7,"Relleno sanitario","Eliminación","Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial","Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría","Residuos no especificados en otra categoría",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otros","Industria y Manufactura"
2019,"Generador Industrial",5471142,"MEDLOG CHILE DEPOSITO","MEDLOG CHILE S.A","76172595-5","Almacenamiento y depósito","Otros servicios de almacenamiento y depósito n.c.p.","Metropolitana de Santiago","Transporte y almacenamiento",2190,"Residuos sólidos domiciliarios y asimilables a domiciliarios","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Residuos municipales no especificados en otra categoría","ESTACION DE TRANSFERENCIA CERRO LOS CONDORES","GESTION ECOLOGICA DE RESIDUOS S A","Quilicura",13125,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Transporte y Logística"
2019,"Generador Industrial",5476348,"EDIFICIO PUERTA COSTANERA","PUERTA COSTANERA SPA","76611494-6","Construcción de edificios para uso residencial y no residencial","Construcción de edificios para uso residencial","Metropolitana de Santiago","Construcción",2188,"Vertedero","Eliminación","Residuos de la construcción y demolición","Tierra (incluida la excavada de zonas contaminadas), piedras y lodos de drenaje","Tierra y piedras distintas de las especificadas en el código 17 05 03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos de construcción","Construcción"
2019,"Generador Industrial",3522,"CMPC CELULOSA PLANTA SANTA FE","CMPC PULP SPA","96532330-9","Fabricación de pasta de madera, papel y cartón","Fabricación de celulosa y otras pastas de madera","Biobío","Industria del papel y celulosa",2186,"Área de Disposición Controlada","Eliminación","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la producción y transformación de pasta de papel, papel y cartón","Residuos de lodos calizos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lodos","Industria y Manufactura"
2019,"Generador Industrial",69608,"FAENA MARIA ELENA","SQM INDUSTRIAL S.A.","79947100-0","Fabricación de abonos y compuestos de nitrógeno","Fabricación de abonos y compuestos de nitrógeno","Antofagasta","Industria química, de plástico y caucho",2183.36,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Mezclas de residuos municipales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos municipales","Industria y Manufactura"
2019,"Generador Industrial",645,"INCHALAM","INDUSTRIAS CHILENAS DE ALAMBRE INCHALAM S.A.","91868000-4","Fabricación de otros productos elaborados de metal n.c.p.","Fabricación de otros productos elaborados de metal n.c.p.","Biobío","Industria manufacturera",2176.65,"Reciclaje de metales","Valorización","Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos","Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos","Residuos no especificados en otra categoría",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otros","Industria y Manufactura"
2019,"Generador Industrial",4302260,"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE","UNILEVER CHILE LTDA","92091000-9","Elaboración de otros productos alimenticios n.c.p.","Elaboración de vinagres, mostazas, mayonesas y condimentos en general","Metropolitana de Santiago","Industria manufacturera",2174.3,"Compostaje","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas","Lodos del tratamiento in situ de efluentes","RECICLAJES INDUSTRIALES SA","RECICLAJES INDUSTRIALES S A","Pudahuel",13124,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Lodos","Industria y Manufactura"
2019,"Generador Industrial",4587808,"COMPLEJO INDUSTRIAL NOS","EMPRESAS CAROZZI S A","96591040-9","Elaboración de otros productos alimenticios n.c.p.","Elaboración de otros productos alimenticios n.c.p.","Metropolitana de Santiago","Industria manufacturera",2170.75,"Reciclaje de residuos de pastas y productos alimenticios para consumo animal","Valorización","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)","Otras fracciones no especificadas en otra categoría","ECHEVERRIA  Y CIA SOCIEDAD COMERCIAL LTDA","ECHEVERRIA Y COMPAÑIA SOCIEDAD COMERCIAL SPA","Lampa",13302,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Otros","Industria y Manufactura"
2019,"Generador Industrial",322847,"MALL PLAZA ANTOFAGASTA","PLAZA ANTOFAGASTA S A","99555550-6","Actividades inmobiliarias realizadas con bienes propios o arrendados","Alquiler de bienes inmuebles amoblados o con equipos y maquinarias","Antofagasta","Actividades inmobiliarias",2158.39,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Mezclas de residuos municipales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos municipales","Comercio y Servicios Empresariales"
2019,"Generador Industrial",5468579,"EDIFICIO MATUCANA MAPOCHO","INMOBILIARIA VIDA NUEVA LIMITADA","96883700-1","Construcción de edificios para uso residencial y no residencial","Construcción de edificios para uso residencial","Metropolitana de Santiago","Construcción",2156,"Sitio de Escombros de la Construcción","Eliminación","Residuos de la construcción y demolición","Otros residuos de construcción y demolición","Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","REGENERADORA DE MATERIALES DE CONSTRUCCION S A","REGENERADORA DE MATERIALES DE CONSTRUCCION S A","Puente Alto",13201,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos de construcción","Construcción"
2019,"Generador Industrial",5466895,"READY MIX PLANTA GRAL VELASQUEZ","READY MIX HORMIGONES LIMITADA","87580800-1","Fabricación de artículos de hormigón, cemento y yeso","Fabricación de artículos de hormigón, cemento y yeso","Metropolitana de Santiago","Industria manufacturera",2139,"Sitio de Escombros de la Construcción","Eliminación","Residuos de la construcción y demolición","Hormigón, ladrillos, tejas y materiales cerámicos","Hormigón","REGENERADORA DE MATERIALES DE CONSTRUCCION S A","REGENERADORA DE MATERIALES DE CONSTRUCCION S A","Puente Alto",13201,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos de construcción","Industria y Manufactura"
2019,"Generador Industrial",5441785,"CENTRAL TÉRMICA MEJILLONES","ENGIE ENERGIA CHILE S.A.","88006900-4","Generación, transmisión y distribución de energía eléctrica","Generación de energía eléctrica en centrales termoeléctricas","Antofagasta","Termoeléctricas",2129,"Relleno sanitario","Eliminación","Residuos de procesos térmicos","Residuos de la fabricación del vidrio y sus derivados","Residuos sólidos del tratamiento de gases de combustión, distintos de los especificados en el código 10 11 15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otros","Energía y Suministro"
2019,"Generador Industrial",5403151,"DOLE CHILE S.A. - PLANTA SAN BERNARDO (VEGETALES)","DOLE CHILE S A","94612000-6","Venta al por mayor a cambio de una retribución o por contrata","Corretaje al por mayor de productos agrícolas","Metropolitana de Santiago","Comercio mayorista",2124.77,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Mezclas de residuos municipales","SOCIEDAD COMERCIAL GREEN WORLD LIMITADA","SOCIEDAD COMERCIAL GREEN WORLD LIMITADA","Rancagua",6101,"Libertador Gral. Bernardo O'Higgins",NA,NA,NA,NA,NA,"Residuos municipales","Comercio y Servicios Empresariales"
2019,"Generador Industrial",5476510,"MEDLOG SAI","MEDLOG CHILE S.A","76172595-5","Almacenamiento y depósito","Otros servicios de almacenamiento y depósito n.c.p.","Valparaíso","Transporte y almacenamiento",2120,"Residuos sólidos domiciliarios y asimilables a domiciliarios","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Residuos municipales no especificados en otra categoría","ESTACION DE TRANSFERENCIA CERRO LOS CONDORES","GESTION ECOLOGICA DE RESIDUOS S A","Quilicura",13125,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Transporte y Logística"
2019,"Generador Industrial",5441839,"PROCESOS PRIMARIOS SAN JOSÉ","SALMONES CAMANCHACA S A","76065596-1","Acuicultura marina","Servicios relacionados con la acuicultura marina","Los Lagos","Pesca y acuicultura",2111,"Vertedero","Eliminación","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal","Lodos del tratamiento in situ de efluentes","CACHILLAHUE","SOC DE INVERSIONES TRESOL LIMITADA","La Unión",14201,"Los Ríos",NA,NA,NA,NA,NA,"Lodos","Agro, Pesca y Alimentos"
2019,"Generador Industrial",5466782,"EDIFICIO TERRITORIA APOQUINDO","TERRITORIA APOQUINDO S.A","76203473-5","Actividades inmobiliarias realizadas con bienes propios o arrendados","Alquiler de bienes inmuebles amoblados o con equipos y maquinarias","Metropolitana de Santiago","Actividades inmobiliarias",2106,"Residuos sólidos domiciliarios y asimilables a domiciliarios","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Mezclas de residuos municipales","ESTACION DE TRANSFERENCIA CERRO LOS CONDORES","GESTION ECOLOGICA DE RESIDUOS S A","Quilicura",13125,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Comercio y Servicios Empresariales"
2019,"Generador Industrial",5441957,"ST ANDREWS SA","ST ANDREWS SMOKY DELICACIES S A","96783150-6","Acuicultura marina","Reproducción y cría de moluscos, crustáceos y gusanos marinos","Los Lagos","Pesca y acuicultura",2105.6,"Vertedero","Eliminación","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca","Residuos no especificados en otra categoría","VERTEDERO INDUSTRIAL DICHAM","0","Chonchi",10203,"Los Lagos",NA,NA,NA,NA,NA,"Otros","Agro, Pesca y Alimentos"
2019,"Generador Industrial",4585784,"PARQUE INDUSTRIAL COLUN LA UNION","COOP AGRICOLA Y LECHERA DE LA UNION LTDA","81094100-6","Elaboración de productos lácteos","Elaboración de productos lácteos","Los Ríos","Industria manufacturera",2099.64,"Compostaje","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la industria de productos lácteos","Residuos no especificados en otra categoría","PLANTA RILESUR","RESIDUOS INDUSTRIALES DEL SUR LTDA","Paillaco",14107,"Los Ríos",NA,NA,NA,NA,NA,"Otros","Industria y Manufactura"
2019,"Generador Industrial",2486,"NESTLE CHILE S.A FÁBRICA MAIPU","NESTLE CHILE SA","90703000-8","Elaboración de cacao, chocolate y de productos de confitería","Elaboración de cacao, chocolate y de productos de confitería","Metropolitana de Santiago","Industria manufacturera",2098.84,"Preparación para reutilización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas","Materiales inadecuados para el consumo o la elaboración","NUTRATRADE","NUTRATRADE CHILE S.A","San Bernardo",13401,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos inadecuados para consumo","Industria y Manufactura"
2019,"Generador Industrial",3885,"CHILCAS S.A.","CHILCAS S A","96974330-2","Elaboración de vinos","Elaboración de vinos","Maule","Industria manufacturera",2096,"Preparación para reutilización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao)","Residuos de lavado, limpieza y reducción mecánica de materias primas","VINICAS TENO","INDUSTRIAS VINICAS S A","Teno",7308,"Maule",NA,NA,NA,NA,NA,"Residuos limpieza","Industria y Manufactura"
2019,"Generador Industrial",633,"COMPAÑÍA SIDERÚRGICA HUACHIPATO","CIA SIDERURGICA HUACHIPATO S.A.","94637000-2","Industrias básicas de hierro y acero","Industrias básicas de hierro y acero","Biobío","Industria manufacturera",2083,"Área de Disposición Controlada","Eliminación","Residuos de procesos térmicos","Residuos de la industria del hierro y del acero","Residuos sólidos del tratamiento de gases, distintos de los especificados en el código 10 02 07","COMPAÑÍA SIDERÚRGICA HUACHIPATO","CIA SIDERURGICA HUACHIPATO S.A.","Talcahuano",8110,"Biobío",NA,NA,NA,NA,NA,"Metales","Industria y Manufactura"
2019,"Generador Industrial",5468142,"ALTO MACUL","SINERGIA INMOBILIARIA S.A.","96787990-8","Construcción de edificios para uso residencial y no residencial","Construcción de edificios para uso residencial","Metropolitana de Santiago","Construcción",2082,"Sitio de Escombros de la Construcción","Eliminación","Residuos de la construcción y demolición","Otros residuos de construcción y demolición","Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos de construcción","Construcción"
